,,url,location,location extra,text,title,languageCode,publisher.name,publisher.site,reviewDate,claimDate,claimant,claimant_canonical_name,claimant_party,textualRating,reason,ratingsimp,T/F RQ1,is_politician_strict,rand_num
,1063,https://www.politifact.com/factchecks/2020/may/26/joe-biden/joe-biden-small-business-loans-ppp-wisconsin/,Public Event,,40% of the initial small business funds didn’t go to small businesses at all.',Biden uses arbitrary; conflicting definition to slam small business loans,en,PolitiFact,politifact.com,,2020-05-20T00:00:00Z,Joe Biden,Joe Biden,Democratic,Mostly False,,3 Mostly False,False(ish),TRUE,62
,4420,http://www.politifact.com/factchecks/2016/oct/24/hillary-clinton/clinton-says-400-bills-have-her-name-them-thanks-b/,Speech/Remarks,Press Event,400 bills have my name on them either as a sponsor or a co-sponsor. You don’t get that done unless you work with folks on the other side.',Half True: Clinton says she sponsored 400 bills; worked with GOP,en,PolitiFact,politifact.com,2016-10-24T21:48:28Z,2016-10-22T00:00:00Z,Hillary Clinton,Hillary Clinton,Democratic,Half True,,4 Half True,True)ish,TRUE,1709
,1887,https://www.politifact.com/factchecks/2019/jul/12/bernie-sanders/bernie-sanders-said-huge-percentage-walmart-worker/,Written Statement,,42 percent of (Walmart’s) associates are black.',Bernie Sanders said a huge percentage of Walmart workers are black. He was off by a lot,en,PolitiFact,politifact.com,,2019-07-10T00:00:00Z,Bernie Sanders,Bernie Sanders,Democratic,FALSE,,2 False,False(ish),TRUE,2387
,6962,https://www.politifact.com/factchecks/2020/apr/13/joe-biden/joe-bidens-claim-about-donald-trumps-slow-travel-r/,TV Appearance,ABC,45 nations had already moved' to enforce travel restrictions with China 'before the president moved.',Joe Biden's claim about Donald Trump's 'slow' travel restriction needs context,en,PolitiFact,politifact.com,,2020-04-05T00:00:00Z,Joe Biden,Joe Biden,Democratic,Half True,,4 Half True,True)ish,TRUE,609
,5930,https://www.politifact.com/factchecks/2016/aug/15/ruben-hinojosa/texas-democrat-says-half-hispanic-college-students/,Social Media,Twitter,50% of Hispanic students count on Pell Grants to pay for college.',Texas Democrat says half of Hispanic college students rely on Pell grants,en,PolitiFact,politifact.com,2016-08-15T20:44:17Z,2016-07-16T00:00:00Z,Ruben Hinojosa,Rubén Hinojosa,Democratic,TRUE,,6 True,True)ish,TRUE,1321
,1759,https://www.politifact.com/factchecks/2019/sep/13/elizabeth-warren/sen-elizabeth-warren-conflated-votes-assault-weapo/,Debate,Election Debate,54 senators said; let's do background checks; let's get rid of assault weapons; and with 54 senators it failed because of the filibuster.',Sen. Elizabeth Warren conflated votes on assault weapons; background checks,en,PolitiFact,politifact.com,,2019-09-12T00:00:00Z,Elizabeth Warren,Elizabeth Warren,Democratic,Half True,,4 Half True,True)ish,TRUE,618
,6570,https://www.politifact.com/factchecks/2020/nov/20/joe-biden/biden-mischaracterizes-teacher-layoffs-pandemic/,Public Event,,666;000 teachers have been laid off already since March.',Biden mischaracterizes teacher layoffs from pandemic,en,PolitiFact,politifact.com,,2020-11-18T00:00:00Z,Joe Biden,Joe Biden,Democratic,Mostly False,,3 Mostly False,False(ish),TRUE,983
,6734,https://www.politifact.com/factchecks/2019/jan/25/maria-cantwell/have-7-million-americans-become-uninsured-2016/,Social Media,Twitter,7 million more Americans are uninsured now than when President Trump was elected.',Have 7 million Americans become uninsured since 2016?,en,PolitiFact,politifact.com,2019-01-25T19:09:54Z,2019-01-23T00:00:00Z,Maria Cantwell,Maria Cantwell,Democratic,Half True,,4 Half True,True)ish,TRUE,321
,1104,http://www.politifact.com/factchecks/2017/jul/05/marc-short/cbo-counted-7-million-people-who-dont-exist-says-w/,TV Appearance,FOX,7 million people the Congressional Budget Office says won't have health insurance coverage under the Senate health care bill 'don't exist.',CBO counted 7 million people who 'don't exist;' says White House legislative director,en,PolitiFact,politifact.com,2017-07-05T13:59:48Z,2017-07-02T00:00:00Z,Marc Short,Marc Short,Republican,Half True,,4 Half True,True)ish,FALSE,458
,7284,http://www.politifact.com/factchecks/2017/aug/18/andrew-cuomo/yes-one-three-us-adults-have-criminal-record/,Social Media,LinkedIn,70 million Americans have a criminal record — that’s one in three adults.',How many US adults have a criminal record? Depends on how you define it,en,PolitiFact,politifact.com,2017-08-18T04:12:11Z,2017-07-18T00:00:00Z,Andrew Cuomo,Andrew Cuomo,Democratic,Half True,,4 Half True,True)ish,TRUE,1656
,1995,https://www.politifact.com/factchecks/2019/feb/06/alexandria-ocasio-cortez/ocasio-cortez-70-support-medicare-all/,TV Appearance,MSNBC,70 percent of Americans believe in improved and expanded Medicare for All.',Ocasio-Cortez says there is 70% support for Medicare for All,en,PolitiFact,politifact.com,2019-02-06T21:47:21Z,2019-02-05T00:00:00Z,Alexandria Ocasio-Cortez,Alexandria Ocasio-Cortez,Democratic,Half True,,4 Half True,True)ish,TRUE,2352
,4769,http://www.politifact.com/factchecks/2017/jun/05/al-gore/al-gore-says-70-percent-floridas-drought-today/,TV Appearance,FOX,70 percent of Florida is in drought today.',Al Gore says '70 percent of Florida is in drought today',en,PolitiFact,politifact.com,2017-06-05T20:45:19Z,2017-06-04T00:00:00Z,Al Gore,Al Gore,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,2182
,5655,https://www.politifact.com/factchecks/2019/sep/06/elizabeth-warren/elizabeth-warren-blamed-3-industries-70-greenhouse/,Public Event,,70% of the pollution of the carbon that we're throwing into the air comes from three industries.',Elizabeth Warren blamed 3 industries for 70% of greenhouse gases. That muddles the picture,en,PolitiFact,politifact.com,,2019-09-04T00:00:00Z,Elizabeth Warren,Elizabeth Warren,Democratic,Half True,,4 Half True,True)ish,TRUE,1745
,4943,http://www.politifact.com/factchecks/2015/nov/20/greg-abbott/greg-abbott-claims-syrians-caught-mexico-border-re/,Social Media,Twitter,8 Syrians caught at Texas border in Laredo.',Greg Abbott claims Syrians 'caught' at Mexico border; a reminder of needed vigilance,en,PolitiFact,politifact.com,2017-10-02T20:51:09Z,2015-11-08T00:00:00Z,Greg Abbot,Greg Abbott,Republican,Mostly False,,3 Mostly False,False(ish),TRUE,733
,6929,http://www.politifact.com/factchecks/2017/nov/17/john-thune/sen-thune-individual-mandate-fine-falls-mainly-peo/,TV Appearance,FOX,80 percent of the (individual mandate) tax falls on those who make $50;000 a year or less.',Sen. Thune: Individual mandate fine falls mainly on people making under $50;000,en,PolitiFact,politifact.com,2017-11-17T17:40:59Z,2017-11-15T00:00:00Z,John Thune,John Thune,Republican,Mostly True,,5 Mostly True,True)ish,TRUE,2270
,4926,https://www.politifact.com/factchecks/2020/jun/26/nancy-pelosi/fact-checking-nancy-pelosis-claim-high-public-supp/,TV Appearance,Telemundo,80% of the American people support our Dreamers. Over 70% think they should have a path to citizenship; and that's Democrats; Republicans; independents.',Fact-checking Nancy Pelosi's claim of high public support for 'Dreamers',en,PolitiFact,politifact.com,,2020-06-23T00:00:00Z,Nancy Pelosi,Nancy Pelosi,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,1955
,6180,https://www.politifact.com/article/2020/jun/01/how-false-claim-about-out-state-protesters-travele/,TV Appearance,ABC,80% of the people who were arrested or taken into custody following (the violence in Minneapolis) were from out of the area.',How a false claim about out-of-state protesters traveled from Minnesota officials to Trump; Pelosi,en,PolitiFact,politifact.com,2020-06-01T20:57:14Z,2020-05-31T00:00:00Z,Nancy Pelosi,Nancy Pelosi,Democratic,FALSE,,2 False,False(ish),TRUE,1543
,6341,https://www.politifact.com/factchecks/2020/may/21/amy-klobuchar/amid-pandemic-polls-show-support-voting-mail/,Social Media,Twitter,80% of the people' want the option of vote by mail,Amid pandemic; polls show support for voting by mail,en,PolitiFact,politifact.com,,2020-05-16T00:00:00Z,Amy Klobuchar,Amy Klobuchar,Democratic,Half True,,4 Half True,True)ish,TRUE,1203
,6314,https://www.politifact.com/factchecks/2021/jan/29/joe-biden/joe-biden-clean-energy-provide-84-new-electric-pow/,Speech/Remarks,Unspecified,84% of all new electric capacity planned to come onto the electric grid this year is clean energy.',Joe Biden: Clean energy to provide 84% of new electric power this year,en,PolitiFact,politifact.com,,2021-01-27T00:00:00Z,Joe Biden,Joe Biden,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,210
,5471,http://www.politifact.com/factchecks/2017/oct/03/chris-abele/do-90-americans-support-background-checks-all-gun-/,Social Media,Twitter,90 percent of Americans 'support universal background checks' for gun purchases.,Do 90% of Americans support background checks for all gun sales?,en,PolitiFact,politifact.com,2017-10-03T17:22:07Z,2017-10-02T00:00:00Z,Chris Abele,Chris Abele,Democratic,TRUE,,6 True,True)ish,TRUE,1657
,4152,http://www.politifact.com/factchecks/2016/apr/19/doug-ducey/are-90-percent-fires-arizona-caused-humans/,Speech/Remarks,Press Event,90 percent of fires in Arizona are human-caused.',Are 90 percent of fires in Arizona caused by humans?,en,PolitiFact,politifact.com,2016-04-19T16:07:33Z,2016-04-13T00:00:00Z,Doug Ducey,Doug Ducey,Republican,Half True,,4 Half True,True)ish,TRUE,82
,3729,https://www.politifact.com/factchecks/2019/oct/31/darrell-steinberg/fact-check-does-california-really-have-90000-unshe/,Interview,,90;000 Californians are unsheltered and homeless.',Fact Check: Does California really have '90;000 unsheltered' homeless people?,en,PolitiFact,politifact.com,,2019-10-24T00:00:00Z,Darrell Steinberg,Darrell Steinberg,Democratic,TRUE,,6 True,True)ish,TRUE,67
,2893,http://www.politifact.com/factchecks/2016/jul/15/joe-biden/touting-trade-joe-biden-says-95-percent-worlds-con/,Speech/Remarks,Unspecified,95 percent of the world’s customers are … beyond our shores.',Touting trade; Joe Biden says 95 percent of world's consumers are outside US,en,PolitiFact,politifact.com,2016-07-15T21:24:19Z,2016-07-13T00:00:00Z,Joe Biden,Joe Biden,Democratic,Half True,,4 Half True,True)ish,TRUE,869
,4993,https://www.politifact.com/factchecks/2019/dec/13/rob-hutton/wisconsin-state-rep-hutton-delivers-claim-about-le/,Interview,,A 'study showed as many as one in four people have had a package stolen from their residence.',Wisconsin State Rep. Hutton delivers with claim about level of porch piracy,en,PolitiFact,politifact.com,,2019-12-04T00:00:00Z,Rob Hutton,Rob Hutton,Republican,TRUE,,6 True,True)ish,TRUE,634
,7375,http://www.politifact.com/factchecks/2018/jan/10/robin-hayes/nc-gop-gerrymander-strange-looking-monster-drawing/,Written Statement,Press Release,A ‘gerrymander’ is by definition and common understanding; a strange looking ‘monster’ drawing.',NC GOP: a gerrymander is 'a strange looking monster drawing',en,PolitiFact,politifact.com,2018-01-10T23:56:32Z,2018-01-10T00:00:00Z,Robin Hayes,Robin Hayes,Republican,Mostly False,,3 Mostly False,False(ish),TRUE,697
,4922,https://www.politifact.com/factchecks/2019/jan/14/roy-cooper/new-nc-law-makes-small-significant-changes-campaig/,Social Media,Facebook,A bill passed by GOP legislators 'makes it harder to prosecute people and groups that violate campaign finance laws.',New NC law makes small but significant changes to campaign finance investigations,en,PolitiFact,politifact.com,2019-01-14T21:35:51Z,2018-12-26T00:00:00Z,Roy Cooper,Roy Cooper,Democratic,TRUE,,6 True,True)ish,TRUE,441
,1725,https://www.politifact.com/factchecks/2020/sep/04/joe-biden/making-point-overlooked-black-history-biden-misses/,Public Event,,A Black man invented the light bulb; not a white guy named Edison.',Making point on overlooked Black history; Biden misses mark on the inventor of the light bulb,en,PolitiFact,politifact.com,,2020-09-03T00:00:00Z,Joe Biden,Joe Biden,Democratic,Mostly False,,3 Mostly False,False(ish),TRUE,35
,4244,https://www.politifact.com/factchecks/2019/jul/10/pete-buttigieg/viral-moment-pete-buttigieg-fumbles-line-racial-di/,Public Event,,A black person is four times as likely as a white person to be incarcerated for the exact same crime.',In viral moment; Pete Buttigieg fumbles line on racial disparities in criminal justice,en,PolitiFact,politifact.com,,2019-07-04T00:00:00Z,Pete Buttigieg,Pete Buttigieg,Democratic,Mostly False,,3 Mostly False,False(ish),TRUE,154
,4165,https://www.politifact.com/factchecks/2019/mar/02/kirsten-gillibrand/gillibrand-raises-issue-racial-disparity-maternal-/,Social Media,Twitter,A black woman in New York City is 12 times more likely to die in childbirth than a white woman.',Gillibrand raises issue of racial disparity in maternal health care,en,PolitiFact,politifact.com,2019-03-04T19:03:03Z,2019-02-07T00:00:00Z,Kirsten Gillibrand,Kirsten Gillibrand,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,382
,4011,http://www.politifact.com/factchecks/2018/jan/17/andrew-cuomo/unions-would-suffer-not-end-because-supreme-court-/,Speech/Remarks,Unspecified,A case before Washington’s Supreme Court seeks to effectively end public labor unions.',Unions would suffer but not end because of Supreme Court decision,en,PolitiFact,politifact.com,2018-01-17T21:13:47Z,2018-01-03T00:00:00Z,Andrew Cuomo,Andrew Cuomo,Democratic,FALSE,,2 False,False(ish),TRUE,2070
,4151,https://www.politifact.com/factchecks/2019/aug/26/ken-cuccinelli/trump-administration-using-dna-tests-crack-down-fa/,Debate,Unspecified Debate,A federal pilot program to DNA test illegal immigrants showed 'something like 30% (of test subjects) are fake families.',The Trump administration is using DNA tests to crack down on 'fake families' at the border,en,PolitiFact,politifact.com,,2019-08-22T00:00:00Z,Ken Cuccinelli,Ken Cuccinelli,Republican,Half True,,4 Half True,True)ish,TRUE,1457
,3176,http://www.politifact.com/factchecks/2017/oct/12/casey-cagle/georgia-lt-gov-casey-cagle-misleads-claim-about-ho/,TV Appearance,Regional Station,A Homeland Security study 'showed 120 murders took place that could have been prevented had communities been working with ICE and Homeland Security.',Georgia Lt. Gov. Casey Cagle misleads in claim about homicides; sanctuary cities,en,PolitiFact,politifact.com,2017-10-12T20:54:35Z,2017-10-09T00:00:00Z,Casey Cagle,Casey Cagle,Republican,FALSE,,2 False,False(ish),TRUE,1660
,1424,http://www.politifact.com/factchecks/2018/feb/23/matt-caldwell/florida-lawmaker-repeats-dodgy-claim-about-crimes-/,TV Appearance,CNN,A law enforcement officer is more likely to commit a crime than a CWP (concealed weapons permit) holder.',Florida lawmaker repeats dodgy claim about crimes by cops vs. concealed permit holders,en,PolitiFact,politifact.com,2018-02-26T18:03:14Z,2018-02-21T00:00:00Z,Matt Caldwell,Matt Caldwell,Republican,FALSE,,2 False,False(ish),TRUE,1199
,6280,http://www.politifact.com/factchecks/2018/may/15/jeff-sessions/aclu-really-blame-chicagos-murder-spike/,Speech/Remarks,Unspecified,A legal settlement that reined in Chicago police 'resulted in approximately 236 additional victims killed and over 1;100 additional shootings in 2016 alone.',Is the ACLU really to blame for Chicago's murder spike?,en,PolitiFact,politifact.com,2018-05-16T14:50:23Z,2018-05-08T00:00:00Z,Jeff Sessions,Jeff Sessions,Republican,Mostly False,,3 Mostly False,False(ish),TRUE,1610
,4201,https://www.politifact.com/factchecks/2018/oct/30/troy-balderson/ohio-troy-balderson-brings-seldom-mentioned-health/,TV Appearance,Regional Station,A lot of people are still dealing with lack of access to health care. There are counties out there; in my former Senate district; that didn’t have doctors and providers.',In Ohio; Troy Balderson brings up a seldom-mentioned health care angle,en,PolitiFact,politifact.com,2018-10-30T13:27:08Z,2018-10-20T00:00:00Z,Troy Balderson,Troy Balderson,Republican,Half True,,4 Half True,True)ish,TRUE,2059
,7181,https://www.politifact.com/factchecks/2021/feb/03/tom-cotton/tom-cotton-wrong-theres-no-way-screen-immigrants/,TV Appearance,FOX,A lot of these migrants that are coming; we have no way to screen their backgrounds for either health or security.',Tom Cotton wrong that there's 'no way' to screen immigrants,en,PolitiFact,politifact.com,,2021-02-01T00:00:00Z,Tom Cotton,Tom Cotton,Republican,FALSE,,2 False,False(ish),TRUE,361
